45.62,0,22.14,0,0
45.54,0,22.11,0,0
45.50,0,22.14,0,0
45.53,0,22.11,0,0
45.42,0,22.06,0,0
45.33,0,22.04,0,0
45.44,0,22.01,0,0
45.41,0,22.01,0,0
45.35,0,22.00,0,0
45.40,0,22.04,0,0
45.36,0,22.04,0,0
45.45,0,22.08,0,0
45.54,0,22.10,0,0
45.48,0,22.10,0,0
45.54,0,22.08,0,0
45.58,0,22.10,0,0
45.49,0,22.09,0,0
45.54,0,22.11,0,0
45.47,0,22.14,0,0
45.51,0,22.17,0,0
45.42,0,22.14,0,0
45.47,0,22.14,0,0
45.36,0,22.12,0,0
45.39,0,22.16,0,0
45.32,0,22.13,0,0
45.24,0,22.09,0,0
45.35,0,22.06,0,0
45.42,0,22.05,0,0
45.48,0,22.01,0,0
45.44,0,22.00,0,0
45.56,0,22.01,0,0
45.69,0,21.99,0,0
45.64,0,22.00,0,0
45.56,0,21.96,0,0
45.63,0,21.98,0,0
45.75,0,22.00,0,0
45.61,0,22.04,0,0
45.71,0,22.02,0,0
45.77,0,22.04,0,0
45.63,0,22.08,0,0
45.70,0,22.05,0,0
45.70,0,22.05,0,0
45.71,0,22.08,0,0
45.61,0,22.05,0,0
45.61,0,22.01,0,0
45.73,0,22.04,0,0
45.60,0,22.00,0,0
45.48,0,21.95,0,0
45.45,0,21.94,0,0
45.55,0,21.94,0,0
45.67,0,21.91,0,0
45.77,0,21.92,0,0
45.89,0,21.89,0,0
45.83,0,21.91,0,0
45.73,0,21.93,0,0
45.60,0,21.93,0,0
45.50,0,21.90,0,0
45.36,0,21.87,0,0
45.28,0,21.85,0,0
45.34,0,21.88,0,0
45.46,0,21.83,0,0
45.37,0,21.82,0,0
45.48,0,21.78,0,0
45.62,0,21.76,0,0
45.67,0,21.72,0,0
45.72,0,21.68,0,0
45.64,0,21.69,0,0
45.55,0,21.73,0,0
45.41,0,21.70,0,0
45.54,0,21.65,0,0
45.58,0,21.66,0,0
45.63,0,21.68,0,0
45.64,0,21.69,0,0
45.58,0,21.69,0,0
45.60,0,21.72,0,0
45.45,0,21.71,0,0
45.36,0,21.67,0,0
45.38,0,21.68,0,0
45.50,0,21.67,0,0
45.41,0,21.69,0,0
45.37,0,21.66,0,0
45.27,0,21.61,0,0
45.19,0,21.58,0,0
45.06,0,21.58,0,0
44.91,0,21.57,0,0
44.97,0,21.53,0,0
45.03,0,21.53,0,0
44.91,0,21.50,0,0
44.83,0,21.49,0,0
44.82,0,21.53,0,0
44.81,0,21.50,0,0
44.75,0,21.51,0,0
44.80,0,21.52,0,0
44.73,0,21.49,0,0
44.74,0,21.51,0,0
44.60,0,21.47,0,0
44.59,0,21.49,0,0
44.47,0,21.44,0,0
44.59,0,21.40,0,0
44.62,0,21.41,0,0
44.59,0,21.43,0,0
44.45,0,21.41,0,0
44.43,0,21.39,0,0
44.38,0,21.35,0,0
44.27,0,21.34,0,0
44.24,0,21.32,0,0
44.32,0,21.36,0,0
44.41,0,21.37,0,0
44.42,0,21.35,0,0
44.35,0,21.37,0,0
44.42,0,21.38,0,0
44.49,0,21.43,0,0
44.38,0,21.39,0,0
44.48,0,21.35,0,0
44.48,0,21.37,0,0
44.39,0,21.34,0,0
44.31,0,21.37,0,0
44.45,0,21.36,0,0
44.34,0,21.34,0,0
44.33,0,21.34,0,0
44.27,0,21.36,0,0
44.34,0,21.39,0,0
44.36,0,21.36,0,0
44.39,0,21.38,0,0
44.51,0,21.41,0,0
44.47,0,21.44,0,0
44.39,0,21.46,0,0
44.52,0,21.47,0,0
44.46,0,21.46,0,0
44.59,0,21.41,0,0
44.50,0,21.40,0,0
44.64,0,21.43,0,0
44.75,0,21.45,0,0
44.72,0,21.45,0,0
44.64,0,21.42,0,0
44.68,0,21.39,0,0
44.72,0,21.42,0,0
44.63,0,21.45,0,0
44.49,0,21.42,0,0
44.36,0,21.40,0,0
44.38,0,21.42,0,0
44.38,0,21.39,0,0
44.42,0,21.44,0,0
44.30,0,21.48,0,0
44.17,0,21.50,0,0
44.14,0,21.50,0,0
44.23,0,21.48,0,0
44.23,0,21.46,0,0
44.25,0,21.41,0,0
44.37,0,21.38,0,0
44.22,0,21.37,0,0
44.18,0,21.38,0,0
44.05,0,21.39,0,0
43.91,0,21.42,0,0
43.80,0,21.41,0,0
43.91,0,21.41,0,0
43.83,0,21.41,0,0
43.84,0,21.46,0,0
43.71,0,21.45,0,0
43.80,0,21.49,0,0
43.81,0,21.48,0,0
43.80,0,21.46,0,0
43.76,0,21.43,0,0
43.86,0,21.45,0,0
43.97,0,21.42,0,0
43.88,0,21.42,0,0
44.01,0,21.44,0,0
44.08,0,21.45,0,0
44.14,0,21.44,0,0
44.27,0,21.46,0,0
44.23,0,21.41,0,0
44.22,0,21.37,0,0
44.13,0,21.41,0,0
44.17,0,21.43,0,0
44.07,0,21.42,0,0
44.07,0,21.44,0,0
44.19,0,21.46,0,0
44.22,0,21.45,0,0
44.09,0,21.45,0,0
44.22,0,21.49,0,0
44.11,0,21.52,0,0
44.06,0,21.53,0,0
44.13,0,21.55,0,0
43.98,0,21.56,0,0
43.87,0,21.60,0,0
44.01,0,21.58,0,0
43.96,0,21.54,0,0
43.93,0,21.53,0,0
43.99,0,21.51,0,0
43.85,0,21.46,0,0
43.99,0,21.42,0,0
44.01,0,21.42,0,0
43.87,0,21.44,0,0
43.77,0,21.46,0,0
43.72,0,21.41,0,0
43.85,0,21.41,0,0
43.96,0,21.44,0,0
43.92,0,21.46,0,0
43.97,0,21.41,0,0
43.97,0,21.40,0,0
44.09,0,21.38,0,0
44.11,0,21.35,0,0
44.04,0,21.35,0,0
44.03,0,21.38,0,0
44.11,0,21.33,0,0
44.03,0,21.37,0,0
44.16,0,21.35,0,0
44.17,0,21.31,0,0
44.07,0,21.35,0,0
43.95,0,21.32,0,0
43.89,0,21.28,0,0
43.88,0,21.26,0,0
44.00,0,21.27,0,0
44.03,0,21.23,0,0
43.93,0,21.26,0,0
44.08,0,21.30,0,0
43.94,0,21.30,0,0
44.06,0,21.32,0,0
44.16,0,21.34,0,0
44.08,0,21.32,0,0
44.20,0,21.32,0,0
44.26,0,21.34,0,0
44.25,0,21.33,0,0
44.14,0,21.32,0,0
44.19,0,21.34,0,0
44.10,0,21.32,0,0
44.19,0,21.33,0,0
44.07,0,21.31,0,0
44.16,0,21.34,0,0
44.06,0,21.32,0,0
44.11,0,21.35,0,0
44.05,0,21.32,0,0
44.03,0,21.29,0,0
44.14,0,21.33,0,0
44.06,0,21.37,0,0
43.97,0,21.36,0,0
43.87,0,21.40,0,0
43.96,0,21.38,0,0
44.01,0,21.37,0,0
44.05,0,21.39,0,0
43.95,0,21.39,0,0
43.81,0,21.43,0,0
43.70,0,21.41,0,0
43.76,0,21.44,0,0
43.89,0,21.48,0,0
43.76,0,21.46,0,0
43.83,0,21.43,0,0
43.80,0,21.43,0,0
43.78,0,21.40,0,0
43.88,0,21.38,0,0
43.96,0,21.33,0,0
44.02,0,21.32,0,0
43.89,0,21.31,0,0
43.90,0,21.31,0,0
44.01,0,21.28,0,0
44.13,0,21.31,0,0
44.16,0,21.31,0,0
44.17,0,21.28,0,0
44.02,0,21.31,0,0
44.06,0,21.27,0,0
44.16,0,21.31,0,0
44.29,0,21.34,0,0
44.38,0,21.38,0,0
44.41,0,21.39,0,0
44.44,0,21.36,0,0
44.57,0,21.34,0,0
44.49,0,21.38,0,0
44.45,0,21.37,0,0
44.35,0,21.33,0,0
44.28,0,21.32,0,0
44.31,0,21.32,0,0
44.28,0,21.27,0,0
44.13,0,21.29,0,0
44.06,0,21.27,0,0
44.08,0,21.29,0,0
44.19,0,21.28,0,0
44.14,0,21.30,0,0
44.20,0,21.27,0,0
44.11,0,21.31,0,0
44.20,0,21.27,0,0
44.30,0,21.31,0,0
44.22,0,21.27,0,0
44.31,0,21.24,0,0
44.45,0,21.24,0,0
44.32,0,21.28,0,0
44.46,0,21.30,0,0
44.34,0,21.26,0,0
44.32,0,21.23,0,0
44.35,0,21.20,0,0
44.48,0,21.21,0,0
44.39,0,21.22,0,0
44.48,0,21.20,0,0
44.55,0,21.20,0,0
44.60,0,21.19,0,0
44.48,0,21.15,0,0
44.41,0,21.14,0,0
44.39,0,21.16,0,0
44.45,0,21.16,0,0
44.44,0,21.12,0,0
44.34,0,21.12,0,0
44.36,0,21.12,0,0
44.44,0,21.16,0,0
44.39,0,21.18,0,0
44.47,0,21.20,0,0
44.57,0,21.22,0,0
44.62,0,21.26,0,0
44.75,0,21.24,0,0
