A,285,03.81
A,285,03.89
A,286,04.08
A,286,03.85
A,285,03.83
A,285,04.03
A,284,03.91
A,286,04.05
A,285,04.08
A,286,03.85
A,286,04.13
A,285,03.92
A,287,03.99
A,285,03.90
A,287,04.11
A,287,04.17
A,286,04.27
A,286,04.11
A,287,04.14
A,287,04.13
A,287,03.92
A,286,04.02
A,286,04.00
A,286,04.03
A,287,04.06
A,286,04.01
A,286,04.30
A,287,04.18
A,286,04.23
A,286,04.09
A,288,04.20
A,287,04.23
A,288,04.27
A,287,03.97
A,287,04.07
A,287,04.35
A,288,04.10
A,288,04.14
A,288,04.17
A,287,04.09
A,288,04.10
A,288,04.36
A,288,04.09
A,289,04.21
A,287,04.03
A,287,04.27
A,289,04.19
A,287,04.18
A,289,04.24
A,289,04.38
A,287,04.33
A,289,04.26
A,288,04.30
A,288,04.23
A,288,04.44
A,289,04.17
A,289,04.14
A,290,04.42
A,288,04.33
A,289,04.14
A,289,04.30
A,290,04.30
A,288,04.22
A,288,04.47
A,290,04.43
A,289,04.13
A,290,04.49
A,288,04.30
A,289,04.42
A,290,04.17
A,289,04.34
A,289,04.47
A,289,04.21
A,290,04.43
A,289,04.26
A,291,04.40
A,290,04.35
A,289,04.24
A,290,04.39
A,289,04.24
A,289,04.41
A,290,04.52
A,291,04.19
A,290,04.44
A,290,04.23
A,291,04.40
A,290,04.49
A,291,04.26
A,290,04.36
A,290,04.38
A,291,04.46
A,292,04.23
A,291,04.33
A,292,04.30
A,290,04.38
A,291,04.32
A,290,04.58
A,291,04.56
A,291,04.24
A,292,04.55
A,292,04.59
A,292,04.29
A,291,04.31
A,291,04.25
A,291,04.63
A,291,04.55
A,291,04.41
A,292,04.64
A,292,04.53
A,291,04.36
A,293,04.48
A,292,04.55
A,291,04.48
A,292,04.59
A,291,04.64
A,291,04.33
A,292,04.53
A,292,04.31
A,293,04.36
A,292,04.51
A,292,04.50
A,292,04.64
A,292,04.56
A,292,04.43
A,293,04.39
A,292,04.58
A,292,04.46
A,293,04.68
A,292,04.36
A,292,04.65
A,293,04.63
A,292,04.35
A,293,04.57
A,293,04.68
A,293,04.29
A,293,04.41
A,293,04.66
A,292,04.34
A,292,04.51
A,293,04.53
A,293,04.37
A,293,04.40
A,293,04.66
A,294,04.33
A,293,04.41
A,292,04.60
A,294,04.40
A,294,04.52
A,293,04.30
A,293,04.65
A,294,04.52
A,294,04.53
A,293,04.35
A,293,04.66
A,294,04.64
A,294,04.38
A,293,04.34
A,294,04.65
A,294,04.55
A,293,04.67
A,294,04.69
A,294,04.65
A,293,04.59
A,294,04.67
A,294,04.64
A,295,04.41
A,295,04.34
A,295,04.64
A,293,04.62
A,294,04.42
A,295,04.39
A,293,04.37
A,294,04.64
A,295,04.41
A,294,04.45
A,295,04.51
A,295,04.34
A,295,04.36
A,295,04.40
A,294,04.46
A,295,04.41
A,295,04.49
A,294,04.52
A,294,04.57
A,293,04.65
A,295,04.57
A,295,04.55
A,294,04.31
A,295,04.41
A,294,04.61
A,295,04.39
A,294,04.43
A,294,04.39
A,294,04.44
A,295,04.54
A,295,04.51
A,294,04.48
A,294,04.38
A,295,04.49
A,295,04.44
A,295,04.34
A,295,04.61
A,295,04.32
A,294,04.45
A,295,04.38
A,295,04.54
A,295,04.33
A,294,04.25
A,294,04.43
A,296,04.26
A,295,04.48
A,294,04.51
A,295,04.32
A,295,04.23
A,295,04.53
A,294,04.39
A,294,04.60
A,295,04.23
A,294,04.55
A,295,04.53
A,295,04.60
A,295,04.58
A,296,04.44
A,295,04.40
A,296,04.41
A,296,04.49
A,295,04.29
A,294,04.44
A,296,04.39
A,295,04.29
A,294,04.29
A,295,04.30
A,295,04.22
A,294,04.44
A,295,04.18
A,295,04.37
A,295,04.23
A,295,04.51
A,295,04.42
A,296,04.45
A,295,04.14
A,295,04.44
A,296,04.51
A,295,04.43
A,295,04.36
A,294,04.21
A,295,04.13
A,295,04.38
A,295,04.17
A,295,04.15
A,295,04.11
A,295,04.32
A,294,04.35
A,294,04.27
A,294,04.23
A,294,04.21
A,295,04.23
A,295,04.40
A,294,04.10
A,294,04.28
A,296,04.20
A,295,04.37
A,295,04.35
A,296,04.12
A,294,04.10
A,294,04.30
A,295,04.12
A,295,04.33
A,294,04.27
A,295,04.06
A,295,04.40
A,294,04.02
A,294,04.28
A,296,04.16
A,295,04.03
A,295,04.24
A,294,04.30
A,295,04.22
A,294,04.37
A,295,04.11
A,294,04.12
A,295,04.10
A,295,04.29
A,294,04.34
A,295,04.28
A,295,04.12
A,295,04.33
A,294,04.26
A,294,04.12
A,294,04.22
A,294,04.26
A,295,03.95
A,295,04.01
A,294,04.15
A,294,03.91
A,295,03.97
A,294,04.21
A,294,04.24
A,295,03.99
A,293,04.25
A,293,04.16
A,294,04.17
A,294,04.12
A,294,04.17
A,293,03.94
A,294,03.97
A,294,04.03
A,294,04.01
A,294,03.96
A,294,03.93
A,293,03.87
A,293,03.86
A,294,04.12
A,293,03.89
A,294,04.09
A,295,04.01
A,293,03.83
A,293,03.88
A,293,03.79
A,294,03.89
A,294,03.99
A,294,03.82
A,294,03.96
A,294,03.99
A,293,03.93
A,293,03.77
A,294,03.93
A,294,03.90
A,292,03.98
A,292,03.79
A,293,03.84
A,294,03.76
A,294,03.95
A,294,03.80
A,293,03.88
A,293,04.04
A,294,03.81
A,293,03.93
A,293,04.06
A,292,03.76
A,293,03.74
A,292,03.70
A,292,03.84
A,293,03.77
A,292,03.94
A,293,03.83
A,293,04.01
A,293,03.89
A,293,04.01
A,292,03.85
A,293,03.99
A,293,03.65
A,291,03.74
A,293,03.84
A,292,03.66
A,292,03.88
A,293,03.80
A,292,03.62
A,291,03.76
A,291,03.68
A,291,03.96
A,292,03.80
A,293,03.97
A,292,03.67
A,291,03.86
A,291,03.82
A,292,03.62
A,292,03.80
A,291,03.58
A,291,03.67
A,292,03.88
A,291,03.81
A,291,03.90
A,292,03.74
A,291,03.64
A,291,03.90
A,291,03.72
A,292,03.77
A,291,03.67
A,290,03.64
A,291,03.74
A,291,03.57
A,291,03.86
A,290,03.76
A,290,03.87
A,291,03.57
A,290,03.69
A,290,03.50
A,291,03.83
A,290,03.51
A,291,03.66
A,291,03.66
A,290,03.78
A,291,03.54
A,290,03.60
A,291,03.64
A,291,03.78
A,289,03.75
A,290,03.80
A,290,03.75
A,289,03.54
A,290,03.82
A,289,03.47
A,289,03.55
A,289,03.63
A,289,03.53
A,289,03.68
A,289,03.49
A,290,03.41
A,290,03.68
A,290,03.55
A,289,03.72
A,290,03.58
A,288,03.58
A,289,03.73
A,289,03.55
A,289,03.56
A,289,03.54
A,289,03.43
A,288,03.75
A,288,03.64
A,289,03.70
A,289,03.70
A,288,03.48
A,289,03.66
A,289,03.37
A,287,03.60
A,289,03.75
A,288,03.52
A,287,03.60
A,288,03.52
A,288,03.70
A,287,03.66
A,287,03.49
A,287,03.55
A,288,03.65
A,287,03.36
A,288,03.58
A,287,03.69
A,286,03.51
A,287,03.43
A,286,03.64
A,288,03.59
A,286,03.50
A,286,03.55
A,287,03.49
A,286,03.65
A,286,03.47
A,287,03.41
A,287,03.54
A,287,03.43
A,287,03.57
A,286,03.54
A,287,03.61
A,285,03.55
A,286,03.67
A,286,03.63
A,286,03.45
A,286,03.55
A,286,03.59
A,286,03.64
A,286,03.66
A,286,03.43
A,285,03.53
A,286,03.34
A,285,03.60
A,285,03.35
A,285,03.69
A,285,03.67
A,286,03.40
A,286,03.49
A,286,03.60
A,285,03.35
A,286,03.36
A,286,03.64
A,285,03.69
A,286,03.62
A,284,03.62
A,284,03.52
A,284,03.57
A,285,03.54
A,285,03.68
A,283,03.40
A,283,03.66
A,284,03.67
A,284,03.33
A,285,03.67
A,284,03.47
A,283,03.69
A,283,03.50
A,283,03.66
A,283,03.49
A,284,03.61
A,284,03.48
A,284,03.37
A,283,03.35
A,283,03.48
A,284,03.33
A,283,03.50
A,284,03.66
A,282,03.59
A,283,03.71
A,283,03.48
A,282,03.37
