320,+022.39
172,+023.69
022,+007.02
109,+020.94
336,+008.68
098,+014.10
348,+008.41
104,+008.67
130,+023.23
286,+016.00
061,+000.28
000,+015.91
042,+002.00
223,+022.82
341,+006.69
109,+012.81
120,+005.36
311,+011.22
225,+015.00
028,+002.42
134,+015.33
276,+015.13
120,+019.59
000,+007.59
110,+002.55
245,+010.72
124,+019.04
290,+013.29
227,+005.18
349,+021.08
083,+007.75
131,+010.15
355,+004.35
330,+010.80
142,+009.66
015,+005.53
107,+000.87
296,+022.61
040,+002.61
137,+018.07
227,+020.11
248,+000.08
024,+018.44
197,+006.41
075,+014.57
095,+024.35
351,+002.12
291,+019.73
352,+010.36
191,+011.52
278,+004.83
253,+007.70
172,+023.85
206,+001.33
089,+012.40
294,+003.77
119,+018.28
086,+022.48
189,+020.02
084,+009.69
072,+021.98
184,+009.14
016,+014.75
189,+005.59
041,+001.63
270,+011.97
222,+003.51
216,+012.41
298,+016.40
272,+017.80
178,+005.63
285,+024.56
099,+010.62
107,+016.91
103,+024.28
218,+005.67
306,+023.45
104,+008.34
192,+000.98
330,+017.25
090,+000.87
113,+010.19
288,+010.98
204,+009.54
271,+019.31
141,+023.36
125,+016.26
003,+017.06
321,+019.76
200,+003.04
330,+010.77
059,+015.13
129,+002.30
139,+019.56
250,+016.30
144,+022.14
105,+005.54
260,+017.47
009,+015.94
328,+021.16
086,+008.46
184,+024.76
170,+024.85
352,+016.33
292,+021.47
065,+011.28
009,+016.24
112,+018.03
258,+014.72
014,+016.08
339,+005.00
281,+002.57
097,+011.44
307,+006.91
033,+010.71
213,+000.50
066,+002.53
288,+019.53
204,+001.11
069,+009.10
300,+017.64
146,+003.16
094,+014.95
055,+023.23
231,+015.56
150,+021.30
143,+022.24
142,+006.84
260,+004.25
079,+007.10
149,+004.78
198,+022.88
210,+005.64
093,+014.22
057,+024.17
301,+018.05
352,+007.15
190,+007.81
152,+019.60
159,+018.94
256,+020.72
347,+021.85
360,+007.06
076,+007.56
123,+006.99
035,+004.15
291,+015.99
174,+009.26
329,+022.37
060,+018.16
250,+023.70
293,+013.99
221,+013.21
349,+007.24
291,+014.23
288,+003.94
291,+015.79
312,+002.89
221,+022.03
163,+016.95
150,+017.32
262,+017.16
175,+008.42
044,+017.91
245,+003.82
057,+013.21
335,+023.89
149,+008.62
021,+018.18
348,+009.34
180,+005.58
168,+002.04
004,+000.99
190,+008.59
153,+011.11
081,+003.98
316,+005.46
030,+005.91
228,+005.06
349,+011.90
177,+014.01
083,+022.65
268,+018.09
127,+015.98
200,+023.53
313,+007.04
234,+015.93
358,+023.66
304,+010.74
169,+005.82
001,+007.19
250,+000.85
355,+002.34
254,+011.92
232,+017.36
061,+000.89
125,+022.46
340,+009.19
116,+007.62
052,+012.96
235,+013.56
272,+004.61
286,+007.44
220,+015.83
067,+004.88
350,+000.86
056,+014.24
270,+000.72
265,+020.28
013,+024.69
157,+019.96
079,+011.97
222,+019.57
205,+003.35
258,+012.15
140,+020.49
110,+017.54
301,+010.87
027,+016.08
043,+019.71
347,+010.02
270,+017.71
096,+014.84
210,+023.20
153,+003.88
124,+015.43
253,+013.12
086,+009.54
207,+005.37
187,+003.90
181,+017.11
272,+023.16
092,+008.08
067,+005.47
011,+004.95
328,+013.73
040,+023.45
290,+016.62
071,+008.14
204,+020.05
213,+022.25
170,+012.91
292,+003.91
354,+017.05
005,+024.13
326,+010.81
188,+017.83
318,+017.15
193,+010.07
072,+017.57
330,+002.62
049,+010.28
349,+015.34
237,+013.38
214,+010.30
282,+024.35
010,+003.10
096,+009.62
032,+008.85
178,+017.37
308,+020.80
308,+005.73
140,+008.64
156,+006.74
259,+003.81
298,+006.23
208,+009.42
065,+005.50
197,+002.37
201,+011.40
321,+009.84
359,+002.47
018,+013.57
104,+016.86
097,+011.70
092,+013.74
079,+011.01
323,+018.18
179,+021.20
306,+005.13
286,+021.17
169,+008.16
074,+019.52
269,+013.99
093,+017.60
286,+019.91
142,+023.27
067,+010.70
029,+018.03
217,+007.70
275,+014.09
086,+012.47
336,+011.27
153,+002.99
308,+012.11
269,+011.30
311,+021.12
295,+023.05
201,+011.57
265,+011.36
050,+010.53
117,+000.99
136,+007.78
338,+022.78
039,+018.07
111,+000.07
245,+002.98
337,+006.28
081,+001.98
303,+006.83
274,+007.49
307,+004.21
160,+006.31
213,+006.82
154,+001.49
192,+000.19
188,+023.51
076,+008.42
002,+014.50
270,+013.53
214,+016.36
099,+007.24
197,+014.04
292,+001.19
082,+005.02
289,+003.31
223,+001.25
086,+004.25
260,+023.23
224,+011.88
072,+020.65
295,+016.67
151,+010.12
347,+024.81
327,+024.49
207,+005.54
352,+007.65
020,+019.79
287,+021.53
234,+016.30
161,+013.23
227,+013.72
035,+005.70
011,+000.38
153,+003.12
218,+001.53
043,+006.31
201,+020.20
303,+018.81
326,+013.57
172,+010.44
326,+004.13
253,+019.46
349,+018.79
266,+009.06
234,+004.69
112,+004.84
017,+021.46
210,+021.82
159,+023.60
090,+011.49
187,+014.05
155,+019.07
341,+009.64
104,+003.00
267,+012.50
204,+018.05
055,+002.44
182,+012.15
061,+001.48
235,+005.48
058,+007.67
338,+017.93
193,+017.33
095,+004.36
277,+010.42
040,+006.88
201,+003.17
206,+015.85
255,+004.51
238,+013.42
218,+011.76
163,+004.25
329,+011.50
339,+007.76
027,+013.49
181,+007.76
050,+006.11
325,+016.55
284,+008.63
075,+023.58
174,+020.04
218,+013.39
093,+011.48
078,+001.74
009,+010.56
202,+011.86
254,+012.04
298,+022.98
082,+016.43
036,+001.52
148,+019.83
326,+012.03
034,+008.65
208,+022.99
056,+012.68
214,+022.71
270,+017.33
266,+014.55
158,+000.36
304,+007.75
084,+002.52
273,+010.93
161,+005.59
144,+000.60
349,+008.04
246,+007.82
324,+013.61
356,+023.75
220,+011.59
260,+012.89
291,+020.15
125,+015.38
249,+010.80
066,+017.44
309,+010.40
010,+021.83
112,+005.43
092,+021.71
045,+009.42
292,+006.20
288,+001.88
182,+007.43
108,+024.44
119,+002.03
187,+016.92
292,+019.51
186,+014.14
245,+016.01
188,+022.93
274,+022.40
190,+008.52
301,+000.37
358,+015.20
139,+003.34
027,+019.35
316,+022.16
011,+015.86
107,+012.34
339,+018.98
254,+010.21
162,+008.86
359,+021.32
251,+002.33
259,+020.35
070,+006.79
331,+023.62
049,+018.07
272,+023.95
119,+009.57
090,+022.34
178,+012.92
309,+007.16
298,+000.49
132,+012.18
311,+018.56
251,+001.87
082,+000.45
139,+024.70
290,+022.93
319,+016.43
044,+019.65
066,+018.20
108,+018.32
203,+023.89
220,+008.12
297,+011.32
120,+018.72
088,+020.43
217,+024.35
206,+003.00
163,+007.49
000,+001.05
019,+001.86
195,+015.33
175,+024.05
073,+018.17
098,+000.68
179,+010.97
344,+021.72
093,+013.81
124,+013.55
233,+011.01
230,+023.46
186,+018.21
061,+022.64
308,+020.81
182,+024.10
310,+010.87
076,+001.58
