A,306,+006.21,N,0
A,094,+048.26,N,0
A,308,+042.91,N,0
A,065,+047.33,N,0
A,016,+005.02,N,0
A,139,+025.89,N,0
A,168,+036.17,N,0
A,351,+020.12,N,0
A,068,+018.30,N,0
A,061,+008.73,N,0
A,172,+012.51,N,0
A,353,+032.92,N,0
A,061,+014.28,N,0
A,267,+032.37,N,0
A,117,+001.60,N,0
A,179,+040.45,N,0
A,046,+024.45,N,0
A,130,+028.84,N,0
A,278,+006.35,N,0
A,224,+022.71,N,0
A,057,+028.07,N,0
A,109,+013.08,N,0
A,255,+019.32,N,0
A,193,+037.57,N,0
A,232,+021.15,N,0
A,316,+034.54,N,0
A,233,+033.94,N,0
A,155,+029.41,N,0
A,032,+032.74,N,0
A,243,+002.56,N,0
A,265,+005.20,N,0
A,158,+017.14,N,0
A,033,+016.87,N,0
A,233,+013.96,N,0
A,177,+013.25,N,0
A,264,+047.10,N,0
A,123,+028.68,N,0
A,189,+042.01,N,0
A,170,+048.47,N,0
A,102,+048.15,N,0
A,121,+045.87,N,0
A,162,+029.13,N,0
A,141,+016.57,N,0
A,172,+041.91,N,0
A,013,+019.06,N,0
A,351,+012.15,N,0
A,009,+047.40,N,0
A,173,+046.49,N,0
A,224,+011.90,N,0
A,045,+040.68,N,0
A,266,+031.19,N,0
A,217,+003.75,N,0
A,353,+000.69,N,0
A,081,+014.98,N,0
A,085,+020.50,N,0
A,186,+017.57,N,0
A,167,+023.25,N,0
A,289,+003.78,N,0
A,255,+033.90,N,0
A,199,+029.49,N,0
A,249,+047.39,N,0
A,198,+021.21,N,0
A,339,+036.97,N,0
A,136,+036.34,N,0
A,207,+015.69,N,0
A,301,+008.59,N,0
A,359,+005.00,N,0
A,278,+045.86,N,0
A,336,+023.73,N,0
A,048,+022.91,N,0
A,356,+015.69,N,0
A,185,+021.39,N,0
A,087,+047.93,N,0
A,300,+023.74,N,0
A,029,+043.14,N,0
A,088,+006.85,N,0
A,163,+004.79,N,0
A,121,+033.54,N,0
A,112,+037.40,N,0
A,241,+029.80,N,0
A,028,+023.12,N,0
A,333,+004.19,N,0
A,090,+024.39,N,0
A,037,+044.37,N,0
A,164,+045.48,N,0
A,177,+014.04,N,0
A,280,+028.21,N,0
A,070,+013.93,N,0
A,178,+043.83,N,0
A,312,+033.70,N,0
A,202,+039.86,N,0
A,077,+047.27,N,0
A,285,+046.83,N,0
A,258,+019.62,N,0
A,257,+005.50,N,0
A,063,+009.11,N,0
A,018,+026.12,N,0
A,332,+010.22,N,0
A,296,+046.53,N,0
A,057,+007.48,N,0
A,065,+021.13,N,0
A,112,+033.68,N,0
A,021,+000.52,N,0
A,076,+032.90,N,0
A,148,+000.88,N,0
A,235,+004.42,N,0
A,332,+013.67,N,0
A,321,+015.03,N,0
A,038,+019.06,N,0
A,134,+030.66,N,0
A,112,+010.92,N,0
A,163,+029.09,N,0
A,150,+030.21,N,0
A,349,+030.70,N,0
A,034,+036.33,N,0
A,002,+004.78,N,0
A,192,+002.17,N,0
A,028,+011.21,N,0
A,298,+006.40,N,0
A,319,+016.93,N,0
A,138,+003.89,N,0
A,239,+020.96,N,0
A,279,+020.56,N,0
A,218,+028.16,N,0
A,137,+035.02,N,0
A,159,+013.13,N,0
A,271,+028.50,N,0
A,201,+017.57,N,0
A,123,+000.36,N,0
A,341,+003.32,N,0
A,056,+033.04,N,0
A,171,+008.43,N,0
A,158,+025.93,N,0
A,191,+022.68,N,0
A,191,+017.84,N,0
A,007,+035.33,N,0
A,284,+035.25,N,0
A,145,+022.14,N,0
A,302,+018.93,N,0
A,238,+045.07,N,0
A,253,+028.91,N,0
A,292,+026.62,N,0
A,128,+020.22,N,0
A,317,+013.60,N,0
A,046,+002.81,N,0
A,138,+006.80,N,0
A,281,+017.87,N,0
A,237,+014.80,N,0
A,173,+027.11,N,0
A,001,+038.44,N,0
A,182,+028.46,N,0
A,006,+007.32,N,0
A,103,+026.16,N,0
A,146,+040.94,N,0
A,049,+045.68,N,0
A,023,+016.38,N,0
A,012,+000.67,N,0
A,307,+008.84,N,0
A,000,+014.24,N,0
A,283,+034.77,N,0
A,300,+041.61,N,0
A,234,+010.01,N,0
A,347,+035.57,N,0
A,249,+006.31,N,0
A,331,+023.91,N,0
A,334,+018.53,N,0
A,269,+037.22,N,0
A,289,+039.69,N,0
A,227,+011.93,N,0
A,162,+002.42,N,0
A,193,+027.06,N,0
A,022,+036.75,N,0
A,011,+013.30,N,0
A,258,+010.13,N,0
A,107,+024.76,N,0
A,101,+007.32,N,0
A,300,+012.73,N,0
A,037,+000.59,N,0
A,110,+025.85,N,0
A,232,+003.71,N,0
A,159,+016.23,N,0
A,307,+032.41,N,0
A,133,+015.61,N,0
A,009,+033.00,N,0
A,191,+018.35,N,0
A,032,+037.43,N,0
A,068,+009.64,N,0
A,249,+013.06,N,0
A,215,+047.77,N,0
A,045,+012.11,N,0
A,037,+015.09,N,0
A,025,+033.39,N,0
A,290,+004.43,N,0
A,161,+004.60,N,0
A,037,+020.02,N,0
A,161,+026.32,N,0
A,225,+033.33,N,0
A,001,+020.80,N,0
A,128,+037.99,N,0
A,165,+032.39,N,0
A,251,+033.07,N,0
A,256,+029.00,N,0
A,114,+005.53,N,0
A,249,+034.53,N,0
A,273,+012.14,N,0
A,269,+026.56,N,0
A,164,+005.80,N,0
A,250,+023.41,N,0
A,183,+018.45,N,0
A,020,+010.31,N,0
A,096,+003.35,N,0
A,270,+010.30,N,0
A,094,+037.98,N,0
A,285,+036.26,N,0
A,015,+036.65,N,0
A,167,+003.13,N,0
A,040,+015.21,N,0
A,189,+000.36,N,0
A,007,+032.95,N,0
A,012,+044.69,N,0
A,253,+019.80,N,0
A,074,+018.05,N,0
A,160,+037.37,N,0
A,036,+039.77,N,0
A,295,+026.41,N,0
A,053,+005.38,N,0
A,179,+009.86,N,0
A,150,+001.24,N,0
A,244,+025.19,N,0
A,216,+028.62,N,0
A,195,+002.89,N,0
A,268,+038.77,N,0
A,345,+033.59,N,0
A,285,+023.26,N,0
A,315,+038.38,N,0
A,209,+048.19,N,0
A,217,+044.03,N,0
A,358,+012.06,N,0
A,035,+025.24,N,0
A,343,+031.92,N,0
A,064,+025.73,N,0
A,023,+016.40,N,0
A,198,+032.27,N,0
A,179,+017.42,N,0
A,196,+003.90,N,0
A,203,+040.12,N,0
A,147,+013.81,N,0
A,027,+008.72,N,0
A,321,+031.42,N,0
A,360,+042.45,N,0
A,058,+047.84,N,0
A,100,+024.25,N,0
A,111,+024.66,N,0
A,290,+003.93,N,0
A,245,+012.39,N,0
A,069,+012.60,N,0
A,013,+001.03,N,0
A,325,+034.02,N,0
A,326,+045.08,N,0
A,163,+015.62,N,0
A,100,+047.86,N,0
A,260,+003.03,N,0
A,212,+020.31,N,0
A,331,+024.31,N,0
A,084,+035.04,N,0
A,033,+015.62,N,0
A,164,+029.75,N,0
A,120,+004.89,N,0
A,290,+031.98,N,0
A,300,+004.32,N,0
A,060,+008.76,N,0
A,216,+042.01,N,0
A,335,+034.42,N,0
A,315,+017.67,N,0
A,210,+037.89,N,0
A,286,+003.72,N,0
A,261,+023.41,N,0
A,276,+000.97,N,0
A,121,+030.40,N,0
A,126,+000.12,N,0
A,125,+025.03,N,0
A,244,+018.75,N,0
A,101,+048.20,N,0
A,199,+004.43,N,0
A,107,+006.85,N,0
A,025,+043.51,N,0
A,032,+019.60,N,0
A,139,+045.84,N,0
A,329,+039.11,N,0
A,223,+044.42,N,0
A,353,+026.14,N,0
A,262,+008.84,N,0
A,135,+011.62,N,0
A,219,+005.77,N,0
A,227,+004.57,N,0
A,176,+007.81,N,0
A,113,+010.15,N,0
A,116,+026.01,N,0
A,151,+048.44,N,0
A,176,+043.08,N,0
A,124,+028.45,N,0
A,235,+008.25,N,0
A,235,+010.33,N,0
A,189,+006.98,N,0
A,078,+040.78,N,0
A,201,+034.23,N,0
A,169,+044.91,N,0
A,113,+027.49,N,0
